uniqid,identifier,Fund_Name,Portfolio_Or_Index,Holding_Date,Holding_Currency,Report_Currency,Denominator_ExchangeRate,Report_ExchangeRate,Holding_VoH_Or_Weight,Report_VoH_Or_Weight,Trucost_UID,Identifier_Type,Identifier_Value,TC_Display_Name,Latest_Year,Accounting_Date,AccountingDate_ExchangeRate,Apportioning_Denominator_CRNCY,Apportioning_Factor,Weight,Revenue_USDm,Revenue_CRNCYm,GICS_Sector_Code,GICS_Sector_Name,GICS_Industry_Group_Code,GICS_Industry_Group_Name,GICS_Industry_Code,GICS_Industry_Name,GICS_Sub_Industry_Code,GICS_Sub_Industry_Name,GICS_Description,Country,Carbon_Scope_1_tonnes_CO2e,Carbon_Scope_2_tonnes_CO2e,Carbon_Scope_3US_tonnes_CO2e,Carbon_Direct_tonnes_CO2e,Carbon_First_Tier_Indirect_tonnes_CO2e,Carbon_DirectPLUSFirst_Tier_Indirect_tCO2e,Carbon_Disclosure,Scope_1_C_DIV_R_Intensity,Scope_2_C_DIV_R_Intensity,Scope_3US_C_DIV_R_Intensity,Direct_C_DIV_R_Intensity,First_Tier_C_DIV_R_Intensity,DirectPLUSFirst_Tier_DIV_R_Intensity,Latest_year_Scope3,Carbon_Scope_3_Upstream_tCO2e,Carbon_Scope_3_Downstream_tCO2e,Scope_3_Latest_Revenue_USDm,Scope_3DS_C_DIV_R_Intensity,Reserves_CO2_emissions_from_Coal_m_tonnes,Reserves_CO2_emissions_from_Oil_m_tonnes,Reserves_CO2_emissions_from_Gas_m_tonnes,Reserves_CO2_emissions_from_Oil_PLUS_Gas_m_tonnes,Total_CO2_From_Reserves_m_tonnes,CAPEX_Coal_CRNCYm,CAPEX_Oil_CRNCYm,CAPEX_Gas_CRNCYm,CAPEX_Oil_AND_Gas_CRNCYm,CAPEX_Other_exploration_CRNCYm,CAPEX_Total_CRNCYm,CAPEX_Revenue_Intensity,Coal_Power_Generation_GWh,Natural_Gas_Power_Generation_GWh,LPG_Power_Generation_GWh,Petroleum_Power_Generation_GWh,LNG_Power_Generation_GWh,Wind_Power_Generation_GWh,Solar_Power_Generation_GWh,Biomass_Power_Generation_GWh,Geothermal_Power_Generation_GWh,Wave_AND_Tidal_Power_Generation_GWh,Hydroelectric_Power_Generation_GWh,Nuclear_Power_Generation_GWh,Landfill_Gas_Power_Generation_GWh,Other_Power_Generation_GWh,Total_FossilFuel_Power_Generation_GWh,Total_Renewable_Power_Generation_GWh,Total_Other_Power_Generation_GWh,Crude_Petroleum_And_Natural_Gas_Extraction,Tar_Sands_Extraction,Natural_Gas_Liquid_Extraction,Bituminous_Coal_And_Lignite_Surface_Mining,Bituminous_Coal_Underground_Mining,Drilling_Oil_And_Gas_Wells,Support_Activities_Oil_And_Gas_Operations,Coal_Power_Generation,Petroleum_Power_Generation,Natural_Gas_Power_Generation,Nuclear_Electric_Power_Generation,Landfill_Gas_Power_Generation,Other_Electric_Power_Generation,Biomass_Power_Generation,Hydroelectric_Power_Generation,Solar_Power_Generation,Wind_Power_Generation,Geothermal_Power_Generation,Wave_And_Tidal_Power_Generation,Total_Coal_Extraction_Revenue_Percentage,Total_Extraction_Revenue_Percentage,Total_Fossil_Fuel_Power_Generation_Revenue_Percentage,Total_Other_Power_Generation_Revenue_Percentage,Total_Renewable_Power_Generation_Revenue_Percentage,Total_Power_Generation_Revenue_Percentage,Total_Fossil_Fuel_E_And_PG_Revenue_Percentage,Total_Coal_E_And_PG_Revenue_Percentage,Coverage_2DA,Annual_Report_Year,Methodology,Intensity_unit,Base_year,Horizon_year,Source_of_forward_looking_data,tCO2e_under_OR_over_1_5C_or_1_75C_carbon_budget_2012_2025,tCO2e_under_OR_over_2C_carbon_budget_2012_2025,tCO2e_under_OR_over_2_7C_or_3C_carbon_budget_2012_2025,tCO2e_under_OR_over_4C_carbon_budget_2012_2025,tCO2e_under_OR_over_5C_carbon_budget_2012_2025,Alignment_base_year_horizon_year,2012_Company_Emissions,2012_Well_Below_2C_Aligned_Emissions,2012_2C_Aligned_Emissions,2013_Company_Emissions,2013_Well_Below_2C_Aligned_Emissions,2013_2C_Aligned_Emissions,2014_Company_Emissions,2014_Well_Below_2C_Aligned_Emissions,2014_2C_Aligned_Emissions,2015_Company_Emissions,2015_Well_Below_2C_Aligned_Emissions,2015_2C_Aligned_Emissions,2016_Company_Emissions,2016_Well_Below_2C_Aligned_Emissions,2016_2C_Aligned_Emissions,2017_Company_Emissions,2017_Well_Below_2C_Aligned_Emissions,2017_2C_Aligned_Emissions,2018_Company_Emissions,2018_Well_Below_2C_Aligned_Emissions,2018_2C_Aligned_Emissions,2019_Company_Emissions,2019_Well_Below_2C_Aligned_Emissions,2019_2C_Aligned_Emissions,2020_Company_Emissions,2020_Well_Below_2C_Aligned_Emissions,2020_2C_Aligned_Emissions,2021_Company_Emissions,2021_Well_Below_2C_Aligned_Emissions,2021_2C_Aligned_Emissions,2022_Company_Emissions,2022_Well_Below_2C_Aligned_Emissions,2022_2C_Aligned_Emissions,2023_Company_Emissions,2023_Well_Below_2C_Aligned_Emissions,2023_2C_Aligned_Emissions,2024_Company_Emissions,2024_Well_Below_2C_Aligned_Emissions,2024_2C_Aligned_Emissions,2025_Company_Emissions,2025_Well_Below_2C_Aligned_Emissions,2025_2C_Aligned_Emissions,Coverage_CEAR,Unpriced_Carbon_Cost_USD_Low_2020,Unpriced_Carbon_Cost_USD_Low_2025,Unpriced_Carbon_Cost_USD_Low_2030,Unpriced_Carbon_Cost_USD_Low_2040,Unpriced_Carbon_Cost_USD_Low_2050,Unpriced_Carbon_Cost_USD_Medium_2020,Unpriced_Carbon_Cost_USD_Medium_2025,Unpriced_Carbon_Cost_USD_Medium_2030,Unpriced_Carbon_Cost_USD_Medium_2040,Unpriced_Carbon_Cost_USD_Medium_2050,Unpriced_Carbon_Cost_USD_High_2020,Unpriced_Carbon_Cost_USD_High_2025,Unpriced_Carbon_Cost_USD_High_2030,Unpriced_Carbon_Cost_USD_High_2040,Unpriced_Carbon_Cost_USD_High_2050,Unpriced_Carbon_Cost_adjusted_EBIT_USD_High_2030,Unpriced_Carbon_Cost_adjusted_EBITDA_USD_High_2030,Unpriced_Carbon_Cost_as_PERCENT_of_EBIT_High_2030,Unpriced_Carbon_Cost_as_PERCENT_of_EBITDA_High_2030,Reduction_of_EBIT_Margin_PERCENT_points_High_2030,Reduction_of_EBITDA_Margin_PERCENT_points_High_2030,EBIT_at_risk_SUPERIOR_10PERCENT_High_2030,EBITDA_at_risk_SUPERIOR_10PERCENT_High_2030,Unpriced_Carbon_Cost_adjusted_EBIT_USD_High_2040,Unpriced_Carbon_Cost_adjusted_EBITDA_USD_High_2040,Unpriced_Carbon_Cost_as_PERCENT_of_EBIT_High_2040,Unpriced_Carbon_Cost_as_PERCENT_of_EBITDA_High_2040,Reduction_of_EBIT_Margin_PERCENT_points_High_2040,Reduction_of_EBITDA_Margin_PERCENT_points_High_2040,EBIT_at_risk_SUPERIOR_10PERCENT_High_2040,EBITDA_at_risk_SUPERIOR_10PERCENT_High_2040,Unpriced_Carbon_Cost_adjusted_EBIT_USD_High_2050,Unpriced_Carbon_Cost_adjusted_EBITDA_USD_High_2050,Unpriced_Carbon_Cost_as_PERCENT_of_EBIT_High_2050,Unpriced_Carbon_Cost_as_PERCENT_of_EBITDA_High_2050,Reduction_of_EBIT_Margin_PERCENT_points_High_2050,Reduction_of_EBITDA_Margin_PERCENT_points_High_2050,EBIT_at_risk_SUPERIOR_10PERCENT_High_2050,EBITDA_at_risk_SUPERIOR_10PERCENT_High_2050,Coverage_Physical_Risk,Data_Quality,"IFNULL(filedb.filedb_tc_6.Asset_Count,1)",Composite_Low_2020,Composite_Low_2030,Composite_Low_2050,Composite_Moderate_2020,Composite_Moderate_2030,Composite_Moderate_2050,Composite_High_2020,Composite_High_2030,Composite_High_2050,Wildfire_Moderate_2020,Wildfire_Moderate_2030,Wildfire_Moderate_2050,Wildfire_High_2020,Wildfire_High_2030,Wildfire_High_2050,Coldwave_Low_2020,Coldwave_Low_2030,Coldwave_Low_2050,Coldwave_Moderate_2020,Coldwave_Moderate_2030,Coldwave_Moderate_2050,Coldwave_High_2020,Coldwave_High_2030,Coldwave_High_2050,Heatwave_Low_2020,Heatwave_Low_2030,Heatwave_Low_2050,Heatwave_Moderate_2020,Heatwave_Moderate_2030,Heatwave_Moderate_2050,Heatwave_High_2020,Heatwave_High_2030,Heatwave_High_2050,WaterStress_Moderate_2020,WaterStress_Moderate_2030,WaterStress_Moderate_2050,WaterStress_High_2020,WaterStress_High_2030,WaterStress_High_2050,SeaLevelRise_Low_2020,Flood_Baseline,Hurricane_Baseline,SensitivityWeightAdjusted_Composite_Low_2020,SensitivityWeightAdjusted_Composite_Low_2030,SensitivityWeightAdjusted_Composite_Low_2050,SensitivityWeightAdjusted_Composite_Moderate_2020,SensitivityWeightAdjusted_Composite_Moderate_2030,SensitivityWeightAdjusted_Composite_Moderate_2050,SensitivityWeightAdjusted_Composite_High_2020,SensitivityWeightAdjusted_Composite_High_2030,SensitivityWeightAdjusted_Composite_High_2050,SensitivityScore_WaterStress,SensitivityScore_Wildfire,SensitivityScore_Heatwave,SensitivityScore_Coldwave,SensitivityScore_CoastalFlood,SensitivityScore_Flood,SensitivityScore_Hurricane
LCIV MAC FUND429502019,429502019,LCIV MAC FUND,P,30/11/2020,GBP,GBP,0.74963,1,100,100,42950,ISIN,GB0002162385,Aviva plc,2019,31/12/2019,0.75505,12610.5,0.00792991,0.00406504,90433.5,68281.8,40,Financials,4030,Insurance,403010,Insurance,40301030,Multi-line Insurance,"Insurance companies with diversified interests in life, health and property and casualty insurance.",UNITED KINGDOM,14232.1,21339.9,2221230,14232.1,181655,195887,Exact Value from CDP,0.2084322456072424,0.31252654441590155,32.53031715542716,0.2084322456072424,2.6603719787992497,2.868804224406492,2018,1631900,0,61787.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2018,GEVA,tCO2e/US$m inflation adjusted gross profits,2012,2025,Company target,462851,421486,397941,390940,386910,>5°C,99609,99609,99609,78652.6,31078.7,32349.3,66285.6,19696.9,21340.4,68733.2,17710.3,19972.5,60241.4,30436.2,35727.2,49217.8,32584.1,39812.2,41228.6,7785.13,9901,41102.6,7509.82,9941.33,40976.9,7244.24,9981.83,40851.6,6988.06,9916.61,40726.7,6740.93,9851.81,40602.1,6502.55,9787.43,40478,6272.59,9723.48,40354.2,6050.77,9659.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,4,31,32,33,31,32,33,31,34,33,6,5,8,6,9,7,15,14,15,15,17,12,15,14,8,10,12,12,10,12,16,10,14,20,12,12,12,12,13,13,1,7,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
LCIV GLOBAL BOND FUND429832019,429832019,LCIV GLOBAL BOND FUND,P,30/11/2020,GBP,GBP,0.74963,1,100,100,42983,ISIN,GB0002634946,BAE Systems Plc,2019,31/12/2019,0.75505,19738.7,0.00506618,0.00549451,23355.4,17634.5,20,Industrials,2010,Capital Goods,201010,Aerospace & Defense,20101010,Aerospace & Defense,"Manufacturers of civil or military aerospace and defense equipment, parts or products. Includes defense electronics and space equipment.",UNITED KINGDOM,480932,484504,3746690,481067,1602670,2083740,Exact Value from CDP,27.27222029260824,27.474779551447448,212.46363662139555,27.27985270350733,90.88272278771726,118.16257903541353,2018,3243900,7272600,22433,412.4077802035782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2018,GEVA,tCO2e/US$m inflation adjusted gross profits,2012,2025,Sub-Industry trend,7822950,6364020,5506810,5249760,5098560,>5°C,879239,879239,879239,1215060,816354,849729,1180040,628675,681130,1204350,572123,645202,1168340,479851,563268,1053410,507195,619707,1020470,422838,537758,1000830,391728,518561,981578,362907,500049,962692,336206,477103,944169,311470,455211,926003,288554,434323,908186,267324,414393,890712,247656,395378,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,21,37,37,37,37,37,37,37,37,40,14,14,13,14,14,14,15,14,13,15,12,11,15,12,10,11,13,15,11,14,16,11,14,21,18,18,18,18,19,19,1,3,3,9,9,9,9,9,9,9,9,10,1,14,11,11,14,14,14
LCIV GLOBAL BOND FUND430462019,430462019,LCIV GLOBAL BOND FUND,P,30/11/2020,GBP,GBP,0.74963,1,100,100,43046,ISIN,GB0004082847,Standard Chartered PLC,2019,31/12/2019,0.75505,14234.5,0.00702518,0.00549451,13018,9829.24,40,Financials,4010,Banks,401010,Banks,40101010,Diversified Banks,Commercial banks whose businesses are derived primarily from commercial lending operations and have significant business activity in retail banking and small and medium corporate lending.  Excludes banks classified in the Regional Banks and Thrifts & Mortgage Finance sub-industries. Also excludes investment banks classified in the Investment Banking & Brokerage Sub-Industry.,UNITED KINGDOM,4542.07,141771,376665,4542.07,270944,275486,Exact Value from CDP,0.46209810431903453,14.423392096863402,38.32084968887178,0.46209810431903453,27.565101459561976,28.02719842132397,2018,427707,1380210,15567,140.41831616301926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2018,GEVA,tCO2e/US$m inflation adjusted gross profits,2012,2025,Company target,480835,65805.4,-180182,-254099,-297910,2-3°C,255682,255682,255682,250605,226779,236051,212547,193040,209147,201816,123544,139325,200115,116721,137011,192508,124042,151559,151516,118830,151125,142055,111574,147699,133186,104762,144351,124870,98365.1,139588,117073,92359.1,134982,109763,86719.8,130528,102910,81424.9,126221,96484.2,76453.3,122056,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,17,47,48,48,47,48,50,47,48,51,10,10,11,10,10,11,13,11,11,13,12,10,13,12,7,15,20,21,15,19,25,15,19,32,34,35,35,34,35,35,1,5,11,3,3,3,3,3,3,3,3,3,1,2,1,1,2,2,2
LCIV DIVERSIFD GROWTH FND432182019,432182019,LCIV DIVERSIFD GROWTH FND,P,30/11/2020,GBP,GBP,0.74963,1,100,100,43218,ISIN,GB00B5ZN1N88,SEGRO Plc,2019,31/12/2019,0.75505,12738,0.00785056,0.0123457,551.828,416.658,60,Real Estate,6010,Real Estate,601010,Equity Real Estate Investment Trusts (REITs),60101020,Industrial REITs,"Companies or Trusts engaged in the acquisition, development, ownership, leasing, management and operation of industrial properties. Includes companies operating industrial warehouses and distribution properties.",UNITED KINGDOM,630.41,2244,26374.8,630.41,9184.67,9815.08,Exact Value from CDP,1.5130163309404843,5.385715314265884,63.30079752928304,1.5130163309404843,22.043686824056266,23.556703594459286,2018,16315.7,105859,492.11,254.0670398631338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2018,GEVA,tCO2e/US$m inflation adjusted gross profits,2012,2025,Sub-Industry trend,-25084.8,-79801.9,-113036,-123080,-129162,<1.5°C,26546.9,26546.9,26546.9,37539.1,21739.3,22628.1,36707.9,14958,16206,27193.1,13313,15013.5,20186.2,10710.1,12571.9,6506.56,13294,16243,3304.6,13587.4,17280.2,3303.31,13475,17837.9,3302.03,13363.6,18413.6,3300.74,13253,18807.1,3299.45,13143.4,19209,3298.17,13034.7,19619.5,3296.88,12926.9,20038.7,3295.6,12820,20466.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,95,28,29,28,28,26,28,28,28,29,2,2,2,2,2,2,16,16,13,16,9,10,16,12,10,10,12,12,10,13,15,10,14,20,13,13,14,13,13,13,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2
LCIV GLOBAL BOND FUND432852019,432852019,LCIV GLOBAL BOND FUND,P,30/11/2020,GBP,GBP,0.74963,1,100,100,43285,ISIN,GB0009697037,Babcock International Group PLC,2019,31/03/2019,0.76789,3425.26,0.0291948,0.00549451,5872.66,4509.56,20,Industrials,2020,Commercial  & Professional Services,202010,Commercial Services & Supplies,20201070,Diversified Support Services,"Companies primarily providing labor oriented support services to businesses and governments.  Includes commercial cleaning services, dining & catering services, equipment repair services, industrial maintenance services, industrial auctioneers, storage & warehousing, transaction services, uniform rental services, and other business support services.",UNITED KINGDOM,144351,75647.1,294991,144351,143777,288127,Value derived from data provided in Annual Report/Financial Accounts Disclosure,32.0099545539789,16.774842316209543,65.41466928090648,32.0099545539789,31.88262773545591,63.892582289434806,2018,336080,147987,6236.3,32.816273426269646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2018,GEVA,tCO2e/US$m inflation adjusted gross profits,2012,2025,Sub-Industry trend,140974,-502429,-887113,-1002950,-1072070,1.5-2°C,172867,172867,172867,156358,174887,182037,147505,192187,208222,175524,226093,254973,174876,196389,230529,206675,169909,207600,190741,179094,227769,188214,170657,225912,185720,162618,224071,183260,154957,219896,180832,147657,215799,178436,140701,211778,176072,134072,207833,173739,127756,203961,1,196281,2446980,4960900,8264880,9594530,1238450,7594600,15206000,22975900,36844600,2075780,11526500,21939500,32607200,36844600,453043000,705141000,0.0462,0.0302,-0.0037,-0.0037,0,0,442375000,694473000,0.0687,0.0449,-0.0054,-0.0054,0,0,438138000,690236000,0.0776,0.0507,-0.0061,-0.0061,0,0,1,A,4,30,32,31,30,29,31,30,31,33,6,6,6,6,7,7,15,16,13,15,10,10,15,12,9,12,14,15,12,14,18,12,16,24,8,8,8,8,8,8,1,3,7,11,12,11,11,11,11,11,12,12,1,21,16,16,21,21,21
LCIV GLOBAL BOND FUND433332019,433332019,LCIV GLOBAL BOND FUND,P,30/11/2020,GBP,GBP,0.74963,1,100,100,43333,ISIN,GB00BHJYC057,InterContinental Hotels Group Plc,2019,31/12/2019,0.75505,10353.7,0.00965841,0.00549451,3456,2609.45,25,Consumer Discretionary,2530,Consumer Services,253010,"Hotels, Restaurants & Leisure",25301020,"Hotels, Resorts & Cruise Lines","Owners and operators of hotels, resorts and cruise-ships. Includes travel agencies, tour operators and related services not classified elsewhere . Excludes casino-hotels classified in the Casinos & Gaming Sub-Industry.",UNITED KINGDOM,529095,2008040,184534,529095,2052110,2581200,Exact Value from CDP,202.76091834459658,769.5241461262524,70.71755399516051,202.76091834459658,786.4121211202622,989.1730634162398,2018,175873,2642800,3166,1012.7808857501352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2018,GEVA,tCO2e/US$m inflation adjusted gross profits,2012,2025,Sub-Industry trend,13377200,7787430,4439680,3431380,2827510,>5°C,2253000,2253000,2253000,1985460,2167630,2256250,2417390,1974930,2139720,2395680,1892090,2133770,2214320,1698700,1994010,2445250,1606330,1962660,2427820,1398840,1779020,2498990,1364610,1806430,2572240,1331210,1834280,2647650,1298640,1842870,2725260,1266860,1851500,2805150,1235860,1860170,2887380,1205610,1868880,2972020,1176110,1877640,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,6,30,31,30,30,28,29,30,30,31,4,4,2,4,5,4,15,16,12,15,9,10,15,11,9,10,12,13,10,13,14,10,14,21,18,16,16,18,17,15,1,2,1,7,8,7,7,7,7,7,7,8,5,15,11,11,15,15,15
LCIV ABSOLUTE RETURN FND433592019,433592019,LCIV ABSOLUTE RETURN FND,P,30/11/2020,GBP,GBP,0.74963,1,100,100,43359,ISIN,HK0019000162,Swire Pacific Limited,2019,31/12/2019,0.75505,16768.4,0.00596359,0.0128205,10931.8,8254.05,60,Real Estate,6010,Real Estate,601020,Real Estate Management & Development,60102010,Diversified Real Estate Activities,"Companies engaged in a diverse spectrum of real estate activities including real estate development & sales, real estate management, or real estate services, but with no dominant business line.",HONG KONG,18668500,658100,2391270,18668500,1142890,19811400,Exact Value from CDP,2261.737695348248,79.73053953497507,289.7084753238496,2261.737695348248,138.4639518304753,2400.201571458336,2018,2439920,2024930,10795,245.32498516057868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2018,GEVA,tCO2e/US$m inflation adjusted gross profits,2012,2025,Sub-Industry trend,231691000,229575000,228288000,227898000,227662000,>5°C,548231,548231,548231,16571600,546838,569195,17471200,554944,601248,18333000,508623,573591,18556000,449511,527654,19062100,523757,639942,19325700,517495,658141,19097700,515620,682567,18872300,513752,707898,18649600,511891,726413,18429500,510036,745412,18212100,508188,764909,17997200,506347,784915,17784800,504512,805444,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,2,56,58,57,56,57,60,56,57,60,6,7,7,6,6,7,13,13,11,13,13,12,13,12,9,22,29,29,22,25,37,22,27,41,14,13,12,14,13,12,3,2,57,17,18,18,17,18,19,17,18,19,1,15,7,7,15,15,15
LCIV GLOBAL BOND FUND433602019,433602019,LCIV GLOBAL BOND FUND,P,30/11/2020,GBP,GBP,0.74963,1,100,100,43360,ISIN,HK0066009694,MTR Corporation Limited,2019,31/12/2019,0.75505,28330.2,0.0035298,0.00549451,6956.36,5252.4,20,Industrials,2030,Transportation,203040,Road & Rail,20304010,Railroads,Companies providing primarily goods and passenger rail  transportation.,HONG KONG,64167.6,1422600,572498,64167.6,1603900,1668070,Exact Value from CDP,12.216809232232045,270.84696533078886,108.99729420739502,12.216809232232045,305.3648543700512,317.58164277848255,2018,611625,3358,6880.97,0.6393263797952612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2018,GEVA,tCO2e/US$m inflation adjusted gross profits,2012,2025,Sub-Industry trend,5610770,2051940,-41611,-669690,-1038740,2-3°C,1320220,1320220,1320220,1311120,1334740,1389310,1429040,1311100,1420500,1327090,1244140,1403050,1461110,1229990,1443810,1561190,1269030,1550540,1612410,1098950,1397620,1558310,1005290,1330780,1506010,919609,1267130,1455480,841234,1193780,1406630,769539,1124670,1359430,703954,1059570,1313810,643958,998234,1269720,589076,940448,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,47,55,58,57,55,56,59,55,56,59,6,7,7,6,6,7,13,13,11,13,13,12,13,12,9,22,29,29,22,25,37,22,27,41,14,13,12,14,13,12,3,2,55,39,39,39,39,39,40,39,39,40,1,51,4,4,51,51,51
LCIV MAC FUND433672018,433672018,LCIV MAC FUND,P,30/11/2020,GBP,GBP,0.74963,1,100,100,43367,ISIN,IE00BF0L3536,AIB Group Plc,2018,31/12/2018,0.78461,3662.46,0.027304,0.00406504,639.663,501.886,40,Financials,4010,Banks,401010,Banks,40101010,Diversified Banks,Commercial banks whose businesses are derived primarily from commercial lending operations and have significant business activity in retail banking and small and medium corporate lending.  Excludes banks classified in the Regional Banks and Thrifts & Mortgage Finance sub-industries. Also excludes investment banks classified in the Investment Banking & Brokerage Sub-Industry.,IRELAND,5211.95,14316,15706,5211.95,16534.8,21746.8,Exact Value from CDP,10.384736336681158,28.524401514477585,31.29387649845982,10.384736336681158,32.945342225004154,43.33007953457791,2018,88044.3,315578,3585.42,628.7832566156849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2018,GEVA,tCO2e/US$m inflation adjusted gross profits,2014,2025,Company target,22579.3,-22321.4,-48545.5,-56296.2,-61086.5,1.5-2°C,0,0,0,0,0,0,23740,23740,23740,21065.1,24268,25260.1,20617,19223.9,20827.9,21593.7,19398.2,21876,19528,16432.7,19289.3,18285,15429.3,18852,17121.2,14487.2,18424.6,16031.5,13602.7,17816.7,15011.1,12772.1,17228.8,14055.6,11992.3,16660.3,13161,11260.1,16110.6,12323.3,10572.5,15579,1,742.935,68411.2,302324,574125,682974,4430.86,552196,1197400,1842610,2923450,44321,855319,1717040,2578760,2923450,1879120000,2017360000,0.0009,0.0009,-0.0005,-0.0005,0,0,1878260000,2016500000,0.0014,0.0013,-0.0007,-0.0007,0,0,1877920000,2016160000,0.0016,0.0015,-0.0008,-0.0008,0,0,1,A,4,48,49,47,48,49,49,48,48,50,13,13,15,13,12,14,13,12,11,13,11,9,13,10,7,10,13,12,10,13,14,10,13,20,50,52,51,50,50,52,1,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
LCIV GLOBAL BOND FUND433962019,433962019,LCIV GLOBAL BOND FUND,P,30/11/2020,GBP,GBP,0.74963,1,100,100,43396,ISIN,IT0003132476,Eni S.p.A.,2019,31/12/2019,0.75505,44742.1,0.00223503,0.00549451,78230.5,59068,10,Energy,1010,Energy,101020,"Oil, Gas & Consumable Fuels",10102010,Integrated Oil & Gas,"Integrated oil companies engaged in the exploration & production of oil and gas, as well as at least one other significant activity in either refining, marketing and transportation, or chemicals.",ITALY,41209400,693116,24149300,41209500,15372400,56581800,Exact Value from CDP,697.6615761096676,11.734213181493747,408.8387547790723,697.6617792655004,260.2487502973436,957.9105634221494,2018,31634000,293021000,89484.4,4960.738761372379,0,1508.15,1138.21,0,2646.3599853515625,0,0,0,4718.548955327686,0,4718.548955327686,0.07988339520243318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150241,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2018,GEVA,tCO2e/US$m inflation adjusted gross profits,2012,2025,Sub-Industry trend,293711000,242614000,212729000,203775000,198542000,>5°C,53483300,53483300,53483300,48172200,40130000,41770700,43620500,29702600,32181000,42180200,14351700,16184900,40819100,11087400,13014800,43177400,14565400,17796400,44029200,17845900,22696100,41232000,15836000,20963300,38612600,14052500,19362900,36159500,12469800,17695700,33862300,11065400,16172000,31711000,9819190,14779500,29696400,8713310,13507000,27809800,7731980,12344000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,114,39,41,43,39,42,44,39,41,44,9,11,13,9,11,12,15,14,14,15,11,10,15,12,9,12,14,15,12,16,20,12,15,22,30,32,35,30,32,33,1,3,2,14,15,15,14,16,17,14,16,17,4,60,2,2,60,60,60
LCIV MAC FUND433972019,433972019,LCIV MAC FUND,P,30/11/2020,GBP,GBP,0.74963,1,100,100,43397,ISIN,IT0003153415,Snam S.p.A.,2019,31/12/2019,0.75505,25107.7,0.00398284,0.00406504,2983.42,2252.63,55,Utilities,5510,Utilities,551020,Gas Utilities,55102010,Gas Utilities,Companies whose main charter is to distribute and transmit natural and manufactured gas. Excludes companies primarily involved in gas exploration or production classified in the Oil & Gas Exploration & Production Sub-Industry.   Also excludes diversified midstream natural gas companies classified in the Oil & Gas Storage & Transportation Sub-Industry.,ITALY,1347530,37814,650890,1347530,242328,1589860,Exact Value from CDP,598.2017623490589,16.786594147294785,288.94647664579696,598.2017623490589,107.57541659188432,705.7771997499451,2018,739413,557848,3015.39,247.64288284445183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2018,GEVA,tCO2e/US$m inflation adjusted gross profits,2012,2025,Sub-Industry trend,7122250,3549710,1427510,789664,409573,>5°C,2370350,2370350,2370350,2303190,2310500,2404970,2093680,1810670,1961750,1947320,1536600,1732880,1468370,916976,1076380,1533570,981731,1199510,1532260,887972,1129310,1512690,860938,1139690,1493360,834727,1150170,1474290,809314,1148480,1455460,784675,1146790,1436860,760786,1145110,1418510,737624,1143430,1400390,715167,1141750,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,14,33,35,36,33,36,37,33,35,38,7,8,9,7,8,9,14,13,14,14,11,10,14,11,9,12,14,15,12,17,20,12,15,22,19,21,23,19,21,22,1,3,1,13,13,14,13,14,15,13,14,15,1,75,1,1,75,75,75
